fragmento_id,categoria_norm,tipo_utilidad,confiabilidad,calidad_texto,dominio,titulo_pagina,contenido,url
GC-0218,control_quimico,accionable,alta,100,scielo.org.mx,Documento PDF,"Pacheco et al., En The regulations in Mexico (NOM-032-FITO registration and commercialization of bioin with and the opinion of different instituti substances that are used as pesticides mu and human health (García and González biosecurity studies and risk of the environ control (qualitative and quantitative ev organisms and assessment of their effect o Conc Based on the impact of climate chan livestock and forestry production system management in forests and worldwide co biological control of pests (bioin entomopathogenic organisms) as well as products with more tests under field co abiotic factors on efficacy and persisten they favor human health and the enviro for these new biological products to desi mass delivery systems to supply a grow From the review carried out in this work, it studies of entomopathogenic fungi for co abound in Mexico. Special attention has be anisopliae in recent years, since its toxicity h of pests, in addition to the fact that entomopathogenic organisms have been However, further studies are required to production and development of these bioin mopathogenic organisms for pest control… 1995) (Sagarpa, 2015) indicate that for the cticides, official provisions must be complied s that regulate crop health, the risk of the be met, as well as care for the environment 013). Likewise, it is necessary to carry out ental impact of the agents used in biological ation), environmental monitoring of these non-target organisms. usions the intense exploitation in agricultural, the use of extensive monocultures without mercial opening, it is necessary to promote cticides and biological agents with ssessing the environmental impact of these ditions to identify the effects of biotic and since these are also useful to agriculture, ment. On the other hand, it is also essential more efficient production, formulation and g market. n be concluded that as in the rest of the world, ating agricultural, livestock and forest pests given to Beauveria bassiana and Metarhizium s been very effective against a broad spectrum ble commercial products with mixtures of veloped to enhance their insecticidal action. ercome the current difficulties related to the cticides.",https://scielo.org.mx/pdf/remcf/v10n56/2007-1132-remcf-10-56-4-en.pdf
GC-0219,control_quimico,accion_y_diagnostico,alta,100,repositorio.chapingo.edu.mx,Documento PDF,"Tratamientos y dosis de a ( ) que fueron alojados cuatro repeticiones, utilizando el estudio. Arreglo y dosis de aplicación de ca No. Tratamientos Ing 1 Control - 2 Barrier® Calcio 10% + Silicio 24% Liliaceae lilium 3% + Cap 3 Potencior 2x® 1% + Euphorbiaceae he 4 Coragen® Clorantraniliprol 200 g. d 5 Clavis® Tiodicarb 360 g de i.a./L 6 Karate zeon® Lambda cialotrin 50 g de Coragen® + 7 Clorantraniliprol 200 g. d Barrier® Clavis® + (Tiodicarb 360 g de i.a 8 Barrier® (Calcio 10% + Silicio 24 Karate zeon® + 9 Lambda cialotrin 50 g de Barrier® Clorantraniliprol 200 g. Coragen® + 10 Capsicum annuum 2 Potencior 2x® Euphorbiaceae hevea 4 (Tiodicarb 360 g de i.a Clavis® + 11 (Liliaceae lilium 3% + Potencior 2x® fistulosum 1% + Eupho Lambda cialotrin 50 g Karate zeon® + 12 Capsicum annuum 2 Potencior 2x® Euphorbiaceae hevea 4 3.4.3.3. Descripción de insecticidas Clavis®: De contacto e ingestión, actúa 2019). Coragen®: De actividad sistémica cua follaje, siendo más eficaz a través de la Karate zeon®: Producto de contacto desorientación y el cese de alimentación (Syngenta, 2022). Se instalaron 12 tratamientos n un diseño completamente al azar con 0 plantas por tratamiento, 480 para todo tratamientos evaluados en invernadero y o. Dosis L-1 ha iente activo - 2 L um annuum 2% + Allium fistulosum 150 mL 4% a. / L 100 mL riflumurón 120 g de i.a./L 350 mL /L 300 mL a. / L + (Calcio 10% + Silicio 24%) 100 mL + 2 L + Triflumurón 120 g de i.a./L) + 350 mL + 2 L /L + (Calcio 10% + Silicio 24%) 300 mL + 2 L i.a. / L + (Liliaceae lilium 3% + 100 mL + + Allium fistulosum 1% + 150 mL + Triflumurón 120 g de i.a./L) + 350 mL + apsicum annuum 2% + Allium 150 mL ceae hevea 4%) i.a. /L + (Liliaceae lilium 3% + 300 mL + + Allium fistulosum 1% + 150 mL lizados obre huevos y larvas de GC (Agrisover, o se aplica en drench y traslaminar al estión de material tratado (FMC, 2017). ngestión produce en pocos minutos la insecto, seguido de la parálisis y muerte 35",https://repositorio.chapingo.edu.mx/server/api/core/bitstreams/103a70c2-db3e-449a-8463-4aa0760cb516/content
GC-0220,control_quimico,accion_y_diagnostico,alta,100,repositorio.chapingo.edu.mx,Documento PDF,"Control químico Esta estrategia es la más aplicada en el indiscriminado de estos insecticidas ha g (Georghiou y Lagunes, 1991; Pacheco, 19 el agua de riegos o por sistemas aéreos, aplican sobre las plantas jóvenes, pues e cogollo en el punto del crecimiento (SENAS En México, se han empleado los Organofosforados; Clorpirifos (Lorsban), D (Methion, Metacide), Manocrotofos (Azod (Sevin, Cebicid), Thiodicarb (Larvin), Meto Cipermetrina (Cymbush, Arrivo, Sherpa) La Permetrina (Ambush, Pounce) (Cortez, 200 Para controlar la plaga de Spodoptera frugiperda e tercer estadio de su ciclo, debido a que s disminuir el control. Después de la aplic descubrir las siguientes generaciones de la La etapa crítica de control se presenta des posteriores (Tejeda et al., 2016). El mom insecticida para su control es al detectar presencia de este insecto en cien mues hectáreas (INIFAP, 2017; Santana et al., 2 2.3. Extractos vegetales en el control de Los extractos de plantas en el manejo de ambientalmente seguros, menos peligroso productos químicos orgánicos bioactivo características insecticidas (Radhakrishna compuestos bioactivos se extraen de varia raíces, bulbos, rizomas, frutos y cabeza ntrol de Spodoptera frugiperda sin embargo, el uso erado resistencia o tolerancia en la plaga. Se utilizan insecticidas que se aplican en emás, los insecticidas granulados que se ácil que las partículas caigan al fondo del 2005). uientes insecticidas para su control: zinon (Basudin, Danol), Paratión Metílico Inisan, nuvacron). Carbamatos: Carbaril o (Lannate, Nudrín, Metavín). Piretroides: dacialotrina (Karate), Deltametrina (Desis), stadio larvario adecuado es del primer al aplica en larvas de mayor estadio podría ión revisar el cultivo habitualmente para aga y comprobar si se requiere otro control. la emergencia del cultivo hasta los 60 días nto oportuno para realizar una aplicación a población de 20 plantas dañadas o con s revisadas, en parcelas de una a cinco 7). agas agas, son actualmente reconocidos como y económicos. Las plantas son fuente de algunas especies de plantas poseen 2005; Tahara, 2007; Wink, 2003). Estos partes de la planta (hojas, tallos, semillas, e flores, etc.) de diferentes especies de 23",https://repositorio.chapingo.edu.mx/server/api/core/bitstreams/ff63bcad-5d61-4d60-99e9-1fca14a431e0/content
GC-0221,control_quimico,accion_y_diagnostico,alta,100,colposdigital.colpos.mx:8080,Documento PDF,"bioensayos se identificó a los insecticidas m aislamientos de B. anisopliae Interacción de los aislamientos Bb88 y ETL Se determinó que clorpirifós etil y spin la germinación de los conidios de los cuatro a ETL fueron los hongos menos sensibles a los in La interacción fue analizada para las c como más compatibles mediante los bioensayo mismos hongos con spinosad. Para ello se util spinosad (0.025 µL mL-1) con los aislamiento sobre larvas L3 del S. Las cuat insectos de prueba (larvas L3) en tres secuenc (hongo/insecticida); 2) ambos simultáneament hongo (insecticida/hongo). En conjunto, las cu conformaron los siguientes doce tratamiento cl/Bb88; en ETL con clorpirifós: ETL/cl, ET Bb88-sp y sp/Bb88 y; en ETL con spinosad: E cinco tratamientos fueron agregados como te 0.03%), testigo Bb88, testigo ETL, testigo de esta manera se conformó un total de 17 tratami Todos los tratamientos fueron aplica correspondiente en la torre de aspersión Potter disponibilidad de organismos en cada ensayo. s agresivos contra la germinación de los dos clorpirifós etil y spinosad en Spodoptera frugiperda d fueron los insecticidas que menos afectaron amientos evaluados y, que entre estos, Bb88 y cticidas. binaciones de hongo-insecticida determinadas previos: Bb88 y ETL con clorpirifós etil y, los la CL de clorpirifós etil (0.24 µL mL-1) y de 50 b88 y ETL (suspensión 1x108 conidios mL-1) combinaciones resultantes se aplicaron a los : 1) hongo seguido (a las 24 h) de insecticida hongo-insecticida) y; 3) insecticida seguido de o combinaciones con tres secuencias cada una, en Bb88 con clorpirifós: Bb88/cl, Bb88-cl y l y cl/ETL; en Bb88 con spinosad: Bb88/sp, L/sp, ETL-sp y Sp/ETL. Adicionalmente, otros gos: testigo absoluto (agua con Tween 80 al orpirifós etil (cl), testigo de spinosad (sp). De os para este estudio. por aspersión de 1 mL de la suspensión rupos de 15 o 20 larvas L3, dependiendo de la da tratamiento se aplicó a tres grupos de larvas",http://colposdigital.colpos.mx:8080/jspui/bitstream/handle/10521/2661/Rivero_Borja_M_MC_Entomologia_Acarologia_2015.pdf?sequence=1
GC-0222,control_quimico,accion_y_diagnostico,media-baja,100,repositorio.utc.edu.ec,Documento PDF,"larvas fueron transferidas e individu (jaula) en la que previamente se había Esta metodología se asemeja a la utili efectuó colectas manuales de los inse sobre aquellas plantas que presentaba restos de excrementos del gusano pla Laboratorio de Biocontroladores de 2009). Establecimiento Pie de cría Las larvas del gusano cogollero fueron choclo cambiadas cada dos días , h transformen en pupa. Las pupas fuero un envase plástico y se las colocó den 4 pulgadas de diámetro y 20 cm de la despacho para facilitar la retirada de l tela tul y una liga hasta que emerja (Alvarado 2015). frugiperda fueron alim 10%, continuamente se cambiaba el al que se evidenciaban las posturas, e contenía y se disponían en jaulas ento de algodón húmedo para evitar la desh Una vez que se estableció el pie de crí del gusano cogollero se comenzó a la en la aplicación de los bioinsecticidas del gusano cogollero en dos espacio aplicación en las poblaciones de dif utilizo (Kivett 2002). adas en un recipiente plástico rectangular ocado hojas de maíz tierno como alimento. a fue tomada en la investigación donde se s en plantaciones de maíz, específicamente n las hojas apicales signos de defoliación y dichas larvas fueron transportadas hasta el CIB-ITCR, Cartago. (Chacón-Castro et al. mentadas con hojas tiernas y con rodajas de a que completen su desarrollo larval y se olocadas sobre papel toalla humedecido en de una jaula entomológica (tubo de PVC de ), en el interior del tubo se forró con papel posturas y el extremo superior se cubrió con los adultos , siguiendo la metodología de tados con una solución de miel de maíz al ento para prevenir la fermentación, a medida se retiraban recortando el papel que las lógicas a las que se les agregó una porción atación ,la metodología de (Cedeño 2020). con la disponibilidad de larvas homogéneas unda etapa de la investigación que consistió dos estadios larvales (3er. estadios) iferentes para evitar la interferencia de la nte crecimiento, de igual manera como lo 25",https://repositorio.utc.edu.ec/server/api/core/bitstreams/7205fb11-7008-4e3d-9e6d-c226b3c555df/content
GC-0223,control_quimico,accion_y_diagnostico,media-baja,100,repositorio.unas.edu.pe,Documento PDF,"Janarthanan, R., Arivudainambi, S., y Moh Spinetoram Solo & Its tank mixture in India. International Journal of entomologyjournals.c Kroma, M., y Butler, C. Greeni construction of farm chemical adv 21-35. (21 de julio del 2020). El maíz es Agencia Agraria de Noticias. [E cultivo-mas-importante-en-extensio León, J. Producción nacional de m 2022, mostrado una reducción d Martínez, S. Rendimiento de cuat bajo tres densidades de siembra [T Molina]. Repositorio Institucional edu.pe/ handle/20.500.12996/5388 Ojeda, R. Insecticidas para el cont (Zea mays L.) en La Molina [Tes Molina]. [En línea]: Point andina. : En producto/en Rafael, R., Aguilar, R., Maldonado, E. thuringiensis contra Spodoptera f algodón (Gossypium barbadens) e Animal Sciences, 36(1), 52-62. [En nativas-de-bacillus-thuringiensis-co Sánchez, V., Sarmiento, M., y Herrera, A. Universidad Nacional Agrar Sánchez, G. Evalua Molina - Departamento de entomol Sistema Integrado de Información Tax Information System: Report, Zea Taxonomic Information System (IT 57 mad, I. Evaluation of Chlorantraniliprole, gainst Spodoptera frugiperda (JE Smith) in maíz ntomology Research, 7(5), 97-102. [En línea]: /archives/2022/vol7/issue5/7-3-25 pesticides: A historical analysis of the social sements. Agriculture and Human Values, 20(1), com/article/10.1023/A:1022408506244 ultivo más importante en extensión para el Perú. línea]: para-el-pe-22033 amarillo duro alcanzó las 1.233.000 toneladas en %. Agencia Agraria de Noticias. [En línea]: híbridos de maíz amarillo para grano y forraje, s de pregrado, Universidad Nacional Agraria La Molina. [En línea]: de Spodoptera frugiperda (J. Smith) en maíz de pregrado, Universidad Nacional Agraria La net/20.500.12996/3420 Vivo SC. [En línea]: vo-sc-insecticida-biologico/ Ruiz, M. Cepas nativas de Bacillus iperda y Alabama argillacea en el cultivo de iura, Perú. Chilean Journal of Agricultural and ea]: a-spodoptera-frugipe 04). Plagas de cultivos de caña de azúcar, maíz y La Molina - Departamento de entomología. Universidad Nacional Agraria La a. Integrated Taxonomic ys L. Taxonomic Serial N° 42269. Integrated [En línea]:",https://repositorio.unas.edu.pe/bitstreams/8f1de6f3-b3c7-400c-be9d-f8fd214984d2/download
GC-0224,control_quimico,accionable,alta,100,repositorio.chapingo.edu.mx,Documento PDF,"ensayos, la mezcla de Barrier® con Kar la plaga. Para el caso de Potencior 2x® ensayos y una leve mejoría en mezcl ensayos del experimento, al presentar ig tratamientos en invernadero. Contrastes de tratamientos de dato evaluaciones del primer ensayo. Contrastes DF Contraste SS Cua Solos vs Mezcla 1 949.6302 Barrier® vs Potencior 2x® 1 0.3750 Corangen® solo vs Corangen® en mezcla 1 2.3438 Clavis® solo vs Clavis® Mezcla 1 0.0410 Karate zeon® solo vs Karate zeon® Mezcla 1 1.7604167 Contrastes de tratamientos de dato evaluaciones del segundo ensayo. Contrastes DF Contraste SS Cua Solos vs Mezcla 1 475.0208 4 Barrier® vs Potencior 2x® 1 82.5104 Corangen® solo vs Corangen® en mezcla 1 4.5938 Clavis® solo vs Clavis® Mezcla 1 25.0104 Karate zeon® solo vs Karate zeon® Mezcla 1 15.8438 3.5.5. Para la evaluación en campo se reali evaluaciones donde Barrier® y el trata significativa en todas las evaluaciones diferencias al encontrarse menores c aplicaciones, aunque de forma general ser mejor que Potencior 2x® ( ). zeon® no hubo mejora en el control de e observan diferencias de control en los con Clavis® y Coragen® para los dos l o mayor control en la evaluación de los e invernadero GLM Combinado a través de do medio Valor de F Pr Diferencia 6302083 846.85 <.0001 26.6875 0.375 0.33 0.5641 0.375 34375 2.09 0.1506 0.9375 416667 0.04 0.8474 0.125 604167 1.57 0.2124 0.8125 e invernadero GLM Combinado a través de o medio Valor de F Pr Diferencia 0208333 476.68 <.0001 18.875 104167 82.80 <.0001 5.5625 59375 4.61 0.0336 -1.3125 104167 25.10 <.0001 -3.0625 84375 15.90 0.0001 -2.4375 un análisis combinado con las cuatro ento control no presentaron diferencia ientras que Potencior 2x® si presentó idades de individuos después de las a prueba de contrastes Barrier® resultó 42",https://repositorio.chapingo.edu.mx/server/api/core/bitstreams/103a70c2-db3e-449a-8463-4aa0760cb516/content
GC-0225,control_quimico,accion_y_diagnostico,media-baja,100,repositorio.unjfsc.edu.pe,Documento PDF,"Comparaciones multiples en tratam frugiperda. Smith Smith a los 3, 8 y 15 dí En las Tablas 11 y , se muestra los h p<0.05) relacionadas al tipo de pesticida co antes de la aplicación y a los 3, 8 y 15 Apreciándose similitud estadística en los tr Bacillus turigensis: 5.65 larvas/planta, Vir Emamectin benzoata: 5.73 larvas/planta, diferencias estadísticas frente al tratamien testigo con 10.58 larvas/planta en las evalu Efecto de los tipos de pesticida, la pr (Spodoptera frugiperda. Smith) a los 3, 8 y 12 10 s a v 8 iv s a v r a 6 L o r e m 4 ú N 2 0 ada 3 dda Días antes de la aplicación del pesticida (ada): días A1: Comparaciones multiples en dosis p frugiperda. Smith) a los 3, 8 y 15 días En las Tablas 12 y Se mues comparaciones múltiples de (Tukey: p<0 Evaluaciones antes de la aplicación y, a estadísticas a los 15 despues de la aplicac fueron con la dosis (120 ppm: 5.99 larvas dosis (120 ppm: 8.06 larvas/planta) respec tos para control de larvas de Spodoptera después de la aplicación azgos para la comparación múltiple de (Tukey: elación al testigo, las evaluaciones para larvas s después de la aplicación de los pesticidas. mientos (Clorantraniliprole: 5.3 larvas/planta, de la Poliedrosis Nuclear: 5.65 larvas/planta, inetoran: 5.85), los mismos que mostraron (Tetraniliprole: 7.33 larvas vivas/planta y el ones a los 15 dias después de la aplicación. era aplicación, en la población larvas de días después de la aplicación TTO Aal BB2 CC3 DD4 EE5 FF6 8 dda 15 dda pués de la aplicación (dda) control de larvas de (Spodoptera n los hallazgos de estados larvas para las ) relacionadas a la Dosis de pesticida, las 3 días, 8 días y 15; se aprecia diferencias del pesticida, cuyos valores en larvas vivas ntas), dosis (100 ppm: 6.17 larvas/plantas) y mente",https://repositorio.unjfsc.edu.pe/bitstream/handle/20.500.14067/11280/TESIS_final.pdf?sequence=5
GC-0226,control_quimico,accion_y_diagnostico,media-baja,100,repositorio.uleam.edu.ec,Documento PDF,"IN El gusano cogollero es una de las p cultivo del maíz (Spodoptera frug controlarlo, este insecto se repro americano, las condiciones climáti este gusano que ataca el cultivo calurosas, el ciclo de vida de es costoso. El gusano cogollero h porque penetra a través del cogol mejor para desarrollarse. Por esta Navárez et al. El uso intensivo de plaguicidas co ocasionado una resistencia a lo desarrollando una reacción negativa plagas que son más resistentes al crecimiento de la población del mu mayor. La demanda del maíz es fuentes de alimentos en la dieta nut número de variedad de platos, com elabora el cereal que es vital impor y por qué no decirlo del mundo e humanos como por diferentes espec Para proteger los cultivos se utili fertilizantes en las zonas agrícolas graves y resistentes; todo esto alternativas de control en los culti estudios para poder controlar esta maíz. RODUCCIÓN gas principales que afecta el desarrollo o erda) y se torna cada vez más difícil ce y dispersa por todo el continente es uno de los aliados en la invasión de maíz debido a que cada vez son más plaga se acelera y su control es más ta en la humedad de las plantaciones y se anida allí, buscando una condición ón su control se hace más difícil (García a esta plaga en las últimas décadas ha productos registrados para su control, orque se contamina el ambiente y surgen oducto usado para su exterminación. El o y sobre todo de este país cada vez es ande porque es uno de los principales va, con el maíz se puede preparar un sin ya es conocido que el cultivo de maíz se cia en la dieta de todos los ecuatorianos ero, puede ser consumido tanto por los s animales (Deras 2010). principalmente insecticidas químicos y sto ha creado problemas de plagas muy ocasionado que se busquen nuevas de maíz. Por tal motivo se estableció ase de gusano, que afecta al cultivo de 16",https://repositorio.uleam.edu.ec/bitstream/123456789/1016/1/ULEAM-AGRO-0026.pdf
GC-0227,control_quimico,accionable,media-baja,100,repositorio.unal.edu.co,Documento PDF,"Introducción Enfoque de investigación Los agricultores realizan rutinariamen específicos para controlar al GCT (Lie Picanço, 2011), muchas veces sin tene al., 2000, 2001; De Vis et al., 2001). Est preventivas y simplifica los protocolos de cuando no son necesarios y el deterioro del incremento en la dependencia en ins Pese a que los patógenos tienen pro ambiente, tales como la trasmisibilidad bio-plaguicidas son diseñados con el m investigación pretende explorar los mec individuos de una plaga de importancia es comprender la complejidad de la co enfoque evolutivo y poder replicar, con un patógeno-hospedero que se han manten trabajo busca generar información básic trasmisión de virus entre insectos, que sostenido de plagas, con una mínima ne Sistema de estudio La presente investigación usará como planta de tomate, el gusano cogollero continuación, se describe cada uno en d Planta de tomate La planta de tomate es herbácea con u profundidad. Se compone de una raíz p ramificaciones (Almanza-Merchán et al. 5 aplicaciones periódicas de insecticidas no et al., 2005; Oliveira et al., 2009; Guedes y n cuenta los periodos de carencia (Siqueira et strategia facilita la implementación de medidas so de los insumos, pero favorece su aplicación eral de la sostenibilidad del sistema por cuenta icidas químicos (Lewis et al., 1997). dades que favorecen su persistencia en el capacidad de evolucionar, la mayoría de los mo enfoque de los insecticidas químicos. Esta smos de transmisión de un Baculovirus entre nómica en Colombia y el mundo. El propósito stencia entre patógenos e insectos desde un perspectiva del control de plagas, las dinámicas naturalmente a través del tiempo. El presente elacionada con los mecanismos asociados a la ermita el desarrollo de estrategias de control sidad de introducir insumos en el sistema. delo de estudio el sistema conformado por la tomate y el Baculovirus PhopGV VG013. stema radicular amplio entre los 50-60 cm de cipal desde la que parte una gran cantidad de 016). El tallo es anguloso y recubierto de una",https://repositorio.unal.edu.co/bitstreams/d29351ae-5570-4b5f-9901-23d96a7bf889/download
GC-0228,control_quimico,accionable,alta,100,vun.inifap.gob.mx,Documento PDF,"Control de maleza Control mecánico: se realiza en form en tierra húmeda y antes de sembrar Control químico: utilizar el herbicid hectárea (l/ha) de producto comerc debe hacerse durante la etapa de am presente la avena silvestre se reco metilo, en dosis de 3 a 4 l/ha aplicad hasta la etapa de amacollo, o bien a de 1 y 0.25 l/ha, respectivamente. N ya que se puede afectar el rendimien Control de plagas Las principales plagas de la cebad Kurdjumov, el pulgón del follaje Rho cogollo, Schizaphis graminum (Rond avenae (Fabr.), de los cuales los má época crítica de daño ocurre en las Para su control, se puede aplicar pirim dosis de 0.5 kg, 1.0 l, 1.0 l y 0.4 kg/ Control de enfermedades Lo preferible es sembrar variedades enfermedades. Cosecha La cosecha deberá realizarse en la comprueba cuando el color de la espig de consistencia dura de tal maner se parta en dos. La cosecha puede re pequeñas superficies. En el segundo grano tenga 12% de humedad, trilla ndirecta cuando la siembra se efectúa astrea la maleza presente. -D amina en dosis de 1.5 a 2.0 litros por iluido en 400 l de agua. La aplicación llamiento del cultivo. Si llega a estar nda emplear difenzoquat o flamprop tre 25 y 30 días después de la siembra ar fenoxaprop o clodinafop-p en dosis aplique en etapa de llenado de grano, el cultivo. on el pulgón ruso, Diuraphis noxia losiphum maidis (Fitch), el pulgón del y el pulgón de la espiga, Macrosiphum ñinos son el primero y el tercero. Su meras fases de desarrollo del cultivo. rb, dimetoato, malation, metomilo, en espectivamente. mendadas, las cuales son tolerantes a urez fisiológica del cultivo, la cual se dorado y, al desprender el grano, este sea ue, al ser presionado con la uña, no arse con maquinaria o bien a mano en se sugiere hacer gavillas y, cuando el máquinas estacionarias",https://vun.inifap.gob.mx/VUN_MEDIA/BibliotecaWeb/_media/_agendas/4149_4846_Agenda_Técnica_Zacatecas_2017.pdf
GC-0229,control_quimico,accion_y_diagnostico,alta,100,redalyc.org,Documento PDF,"Revista Iberoamericana de Tecnología Postco a control treatment. Five replicates for each treatm response index (RI) was calculated through equatio Where T is the number of insects responding to t the control, and Tot is the total number of insects. N while positive values indicate attraction (Phillips et Insecticidal effect of bioactive silo bag agai Silo bags (bioactive and control) at laboratory scale (1 and 15 insect adults of S. zeamais were placed into si were sealed with heat sealer. Finally, the silo bags we humidity (25 ºC and 70%, respectively). e exper observed by each silo bag the mortality percentage (% Data analysis e Shapiro-Wilk test was used to test Normality determined using a paired-comparison analysis. e was carried out by a one-way analysis. Subsequently test-T (p ≤ 0.05) using INFOSTAT/Professional so RESULTS AND DISCUSSION Characterization of bioactive silo bag e measurement of silo bags manufactured at pilo shows images taken from Confocal Laser Microscop control silo bags in the morphology of the external a PDF generado a pa Proyecto académico sin fines de lucr ha, 2022, , núm. 2, Julio-Diciembre, 166... in different times were done. For each treatment, a (2) treatment, C is the number of insects responding to tive values of RI indicate repellence to the treatment, 1993). zeamais cm2) were manufactured. us, 100 g of maíz grains ags without differentiating sex or age. en, the bags ncubated in chamber at controlled temperature and nt were performed in triplicate. Aer 15 days, was f insects in order to evaluate the immediate toxicity. e mean of RI of each treatment was ecticidal effect of the bioactive and control silo bag differences between treatments were classified by a are (Di Rienzo et al., 2015). ale was around 6 m long and 0.17 m wide. Figure 1 No differences were observed between the active and inner layers. e XML-JATS4R por Redalyc sarrollado bajo la iniciativa de acceso abierto 218",https://www.redalyc.org/journal/813/81373798011/81373798011.pdf
GC-0230,control_quimico,accion_y_diagnostico,alta,100,repositorio.chapingo.edu.mx,Documento PDF,"Los pesticidas botánicos son a actividad, ser fácil de procesar y uso, ten acumularse en el medio ambiente o en te (Harborne, 1993; Wink, 2003). De hecho, los humanos han usado produc de años como colorantes (por ejemplo vainillina, capsaicina), fragancias (por eje estimulantes (por ejemplo, cafeína, nico tetrahidrocannabinol), venenos (por ejemp ejemplo, quinina, atropina) (Tahara, 2007). La sustitución de los insecticidas químicos p representa una alternativa, pero no signi restablecer el equilibrio ecológico por sí m (Mamun, et al., 2009). El control directo co emergencia y debe utilizarse con mucha p que aplicarlos con mucha precisión en el e plaga (Brechelt, 2004; Radhakrishnan, 200 Las sustancias botánicas presentan venta agricultor; algunas son tóxicas pero sin efe venenosas para los mamíferos (Rattan, químicos encontrados tienen reacciones d se desean eliminar (Tahara, 2007; Radhak 2.3.1. Extractos vegetales utilizados en En México se han evaluado extractos de d para el control de Spodoptera frugiperda, algunos de Hernández et al. (2018), evaluaron la a Phoradendron densum sobre S. Utilizaron larvas de primer estadio mados por tener un amplio espectro de ndo una actividad residual corta y por no os grasos de animales de sangre caliente s secundarios de las plantas durante miles ndigo, shikonina), sabores (por ejemplo, plo, aceites esenciales de rosa, lavanda), a), alucinógenos (por ejemplo, morfina, estricnina, coniina) y medicamentos (por sustancias vegetales con principios activos a que estos extractos de plantas pueden mos para un sistema agroecológico estable este método no deja de ser una medida de caución. Además, al no ser sistémicos hay és de las hojas donde habitan los insectos : son de bajo costo; están al alcance del residual prolongado; en su mayoría no son 010). En ciertas plantas los compuestos ferente índole frente a los organismos que hnan, 2005). frugiperda sas especies vegetales en varias regiones stos se presentan a continuación: vidad insecticida de polvo del muérdago n la Universidad Autónoma Agraria Antonio e gusano cogollero y follaje de muérdago 24",https://repositorio.chapingo.edu.mx/server/api/core/bitstreams/ff63bcad-5d61-4d60-99e9-1fca14a431e0/content
GC-0231,control_quimico,accion_y_diagnostico,alta,100,vun.inifap.gob.mx,Documento PDF,"que se observe el daño típico en el cogo en campo la presencia de masas de hu El gusano soldado, Pseudaletia uni dañar al cultivo y se controla con los gusano cogollero. Es clave monitorear de los gusanos cogollero y soldado c los picos poblacionales y, con base en e aplicación contra las larvas pequeña emplea una Temperatura Umbral inf del huevo las larvas de gusano solda se requieren 46.7 unidades calor, c mismo proceso). Asimismo, la araña roja del maíz afecta la planta durante las épocas má principalmente por el envés de las hojas al suelo, especialmente en los surcos c de tierra (ej. cerca de los caminos). L insecticidas sistémicos oxidemeton m 1.0 l/ha. Control de enfermedades Es preferible sembrar las variedades y contribuirá a disminuir los riesgos de el altiplano de Zacatecas las condicio desarrollo de las enfermedades más co Cosecha Es recomendable realizar la cosecha d duro y contenga alrededor de 14% de h con máquinas combinadas trilladora hacer los ajustes necesarios para evita la paja. 16 , para lo cual es necesario monitorear y predecir la eclosión de los mismos. cta Haworth, ocasionalmente puede smos insecticidas empleados para el oblaciones de las palomillas hembras rampas de feromona, para detectar nteo de unidades calor, determinar la necesitan 63 unidades calor, si se r (TUI) de 10°C, para que emerjan en tanto que para gusano cogollero TUI de 11.2°C, para que ocurra el lygonychus mexicanus Mac Gregor, das y secas. Este parásito se alimenta lo que afectan a las hojas más pegadas nos a donde existe más movimiento aña roja se puede controlar con los o, ometoato o propargite en dosis de as fechas recomendadas, porque esto didas por enfermedades. Además, en de clima son poco favorables para el nes que afectan al maíz. rma mecánica, cuando el grano está edad. Esta actividad se puede realizar cereales, sin embargo es necesario quebrado del grano y la mezcla con",https://vun.inifap.gob.mx/VUN_MEDIA/BibliotecaWeb/_media/_agendas/4149_4846_Agenda_Técnica_Zacatecas_2017.pdf
